Code,Descirption
71110,"Renting out (without operator), campers"
70102,Renting out of leased in non-residential buildings
70101,Renting out of leased in residential buildings
70200,Renting out of owned property through real estate brokers
60221,Renting out of private car with operator
70104,Renting out of self owned non-residential building
70103,Renting out of self owned residential building
29218,Repair and maintenance of agricultural and forestry machinery
35308,Repair and maintenance of aircraft
29138,Repair and maintenance of bearings
29128,Repair and maintenance of compressors
72501,Repair and maintenance of computers and computer based systems
28128,Repair and maintenance of containers of metal
29138,Repair and maintenance of driving elements
31108,Repair and maintenance of electric motors
32108,Repair and maintenance of electronic valves and tubes and other electronic components
29118,"Repair and maintenance of engines and turbines, except aircraft, vehicle and cycle engines"
29148,Repair and maintenance of furnaces and furnace burners
29138,Repair and maintenance of gearing elements
29138,Repair and maintenance of gears
31108,Repair and maintenance of generators
29158,Repair and maintenance of lifting and handling equipment
29268,Repair and maintenance of machinery for apparel production
29258,Repair and maintenance of machinery for beverage processing
29248,Repair and maintenance of machinery for construction
29238,Repair and maintenance of machinery for converters
29258,Repair and maintenance of machinery for food processing
29238,Repair and maintenance of machinery for ingot moulds
29238,Repair and maintenance of machinery for ladles and casting machines
29268,Repair and maintenance of machinery for leather production
29238,Repair and maintenance of machinery for metal rolling mills and rolls for such mills
29238,Repair and maintenance of machinery for metallurgy
29248,Repair and maintenance of machinery for mining
29248,Repair and maintenance of machinery for quarrying
29268,Repair and maintenance of machinery for textile
29258,Repair and maintenance of machinery for tobacco processing
29228,Repair and maintenance of machine-tools
45202,Repair and maintenance of non residential buildings on a fee or contract basis
31908,Repair and maintenance of other electrical equipment n.e.c.
28998,Repair and maintenance of other fabricated metal products n.e.c.
29198,Repair and maintenance of other general purpose machinery
29298,Repair and maintenance of other special purpose machinery
35998,Repair and maintenance of other transport equipment.
29148,Repair and maintenance of ovens
29128,Repair and maintenance of pumps
35208,Repair and maintenance of railway and tramway locomotives and rolling stock.
28128,Repair and maintenance of reservoirs of metal
45201,Repair and maintenance of residential buildings on a fee or contract basis
32308,"Repair and maintenance of sound or video recording apparatus, and associated goods"
32308,"Repair and maintenance of sound or video reproducing apparatus, and associated goods"
35308,Repair and maintenance of spacecraft.
28138,"Repair and maintenance of steam generators, except central heating hot water boilers"
28118,Repair and maintenance of structural products
28128,Repair and maintenance of tanks of metal
29128,Repair and maintenance of taps and valves
32308,Repair and maintenance of television and radio receivers
32208,Repair and maintenance of television and radio transmitters and apparatus for line telegraphy
32208,Repair and maintenance of television and radio transmitters and apparatus for line telephony
31108,Repair and maintenance of transformers
29278,Repair and maintenance of weapons and ammunition
45202,"Repair and maintenance on own account, of non - residential buildings"
45201,"Repair and maintenance on own account, of residential buildings"
50404,Repair and maintenance service of motor cycles and scooters
50404,Repair and maintenance service of three wheelers
50200,"Repair and maintenance service, of motor vehicles"
93010,"Repair and minor alteration of garments, along with cleaning"
52605,"Repair of bicycles, cycle rickshaws and other non-mechanized vehicles"
52601,Repair of footwear
52602,Repair of household electrical appliances
52601,Repair of leather goods
72502,"Repair of office, computing and accounting machinery other than computers and computer based systems"
35111,Repair of passenger/freight ship
52609,Repair of personal and household goods n.e.c.
52603,Repair of refrigerator and other similar items
52603,"Repair of TV, VCR, radio, tape recorder and other similar items"
52604,Repair of watches and clocks
52605,"Repair service of bicycles, cycle rickshaws and other non-mechanized vehicles"
52601,Repair service of footwear
52602,Repair service of household electrical goods
52601,Repair service of leather goods
52609,"Repair service of personal and household goods, nec."
52603,"Repair service of TV, VCR, radio, tape recorder, refrigerator and other similar items"
52604,Repair service of watches and clocks
11203,"Repairing and dismantling works, service activity of gas extraction, off shore"
11204,"Repairing and dismantling works, service activity of gas extraction, on shore"
11201,"Repairing and dismantling works, service activity of oil extraction, off shore"
11202,"Repairing and dismantling works, service activity of oil extraction, on shore"
2001,Replanting of timber and conserving of forests
22300,Reproduction of recorded media
50103,Resale activities of motor vehicles other than used cars
50103,Resale activities of used cars
50403,Resale activity of used motor cycles and scooters
50403,Resale activity of used three wheelers
73100,Research and experimental development of agriculture and engineering & technology
73200,Research and experimental development of humanities
73100,Research and experimental development of medical sciences
73100,Research and experimental development of natural sciences
73200,Research and experimental development of social sciences
73100,Research and experimental development on natural sciences and engineering (NSE).
73200,Research and experimental development on social sciences and humanities (SSH).
28122,"Reservoirs and similar containers of  metal, manufacturing"
28128,"Reservoirs of metal, repair & maintenance"
55104,Residence hall accommodation provided at camping site
55104,"Residence halls/hostels at educational institutions for short-stay, operation of"
45201,"Residential buildings construction, on a fee or contract basis"
45201,"Residential buildings, alterations/ additions carried out, on a fee or contract basis"
45201,"Residential buildings, own account construction"
45201,"Residential buildings, repair and maintenance, on a fee or contract basis"
85310,"Residential nurseries, social activities of caring and well being"
24115,"Resins of vegetable origin, manufacturing"
2004,"Resins, gathering from forest"
55201,Restaurants with  bars
55202,Restaurants without bars
55209,"Restaurants, bars and canteens n.e.c."
52110,Retail sale in non-specialized stores with beverages products predominating
52110,Retail sale in non-specialized stores with food products predominating
52110,Retail sale in non-specialized stores with tobacco products predominating
52391,Retail sale of   watches and clocks
52206,"Retail sale of aerated water, soft drinks and ice creams"
52397,"Retail sale of agricultural machinery, equipments and tools, in specialized stores"
50500,Retail sale of automotive fuel
52205,"Retail sale of bakery products, dairy products and eggs"
52399,"Retail sale of bicycles, in specialized stores"
52396,Retail sale of books and magazines
52396,"Retail sale of books, magazines, in specialized stores"
52201,"Retail sale of cereals and pulses, tea, coffee, spices, flour and other basic food items"
50500,Retail sale of cleaning & all other kind of products for motor vehicles
52395,Retail sale of coal
52599,"Retail sale of coffee / tea / ice -cream etc., employing vending machines"
52392,Retail sale of computers and non-customized software
52341,Retail sale of construction materials
52395,Retail sale of cooking gases
52331,"Retail sale of crockery, glassware and plastic ware"
52399,"Retail sale of cycle rickshaws, in specialized stores"
52335,Retail sale of electric goods and supplies n.e.c
52395,Retail sale of firewood
52399,"Retail sale of flowers and plants, in specialized stores"
52209,Retail sale of food products n.e.c.
52323,Retail sale of footwear
52202,Retail sale of fresh fruits and vegetables
52333,Retail sale of furniture
52332,"Retail sale of gas stoves, cooking/kitchen appliances"
52343,Retail sale of glass
